duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,label
1.034,tcp,http,SF,949,3112,0,0,0,0,0,0,7,9,0.01,0.03,0.91,0.07,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,431,3,0.93,0.09,0.16,0.06,DoS
0.043,tcp,finger,RSTO,44,0,0,0,0,0,0,0,102,1,0.07,0.72,0.09,0.79,Probe
0.689,tcp,smtp,SF,273,5523,0,0,0,0,0,0,4,8,0.01,0.0,0.9,0.07,normal
0.517,tcp,http,SF,494,1532,0,0,0,0,0,0,12,8,0.03,0.05,0.97,0.07,normal
0.613,tcp,smtp,SF,923,7400,0,0,0,0,0,0,10,8,0.04,0.04,0.88,0.13,normal
44.07,tcp,telnet,SF,2302,8870,0,0,4,0,3,1,1,1,0.0,0.0,1.0,0.0,U2R
1.079,tcp,http,SF,1273,1544,0,0,0,0,0,0,5,7,0.04,0.03,1.0,0.12,normal
0.591,tcp,http,SF,590,4090,0,0,0,0,0,0,4,2,0.02,0.04,0.97,0.08,normal
0.011,tcp,finger,SF,4,0,0,0,0,0,0,0,214,2,0.05,0.49,0.09,0.78,Probe
61.42,tcp,ssh,SF,5655,27215,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,433,3,0.93,0.05,0.07,0.15,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,199,20,0.98,0.04,0.14,0.2,DoS
92.09,tcp,ssh,SF,1677,33352,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,normal
54.15,tcp,ssh,SF,11073,31285,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,normal
0.035,tcp,telnet,REJ,57,0,0,0,0,0,0,0,137,2,0.19,0.44,0.1,0.8,Probe
0.122,tcp,http,SF,153,7442,0,0,0,0,0,0,11,7,0.04,0.03,0.91,0.09,normal
38.97,tcp,ssh,SF,4477,4806,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,319,18,0.94,0.01,0.08,0.11,DoS
75.93,tcp,ssh,SF,3597,26656,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,169,15,0.87,0.03,0.08,0.15,DoS
0.888,tcp,dns,SF,252,4466,0,0,0,0,0,0,7,1,0.01,0.02,0.94,0.12,normal
0.417,tcp,http,SF,475,5093,0,0,0,0,0,0,2,6,0.01,0.01,0.96,0.13,normal
0.642,tcp,smtp,SF,278,719,0,0,0,0,0,0,1,3,0.02,0.02,0.99,0.1,normal
0.718,tcp,dns,SF,1778,1640,0,0,0,0,0,0,1,1,0.03,0.02,0.85,0.02,normal
0.784,tcp,http,SF,1126,5820,0,0,0,0,0,0,8,8,0.0,0.01,0.92,0.12,normal
0.405,tcp,http,SF,1098,4675,0,0,0,0,0,0,2,4,0.02,0.03,0.89,0.08,normal
8.33,tcp,telnet,SF,547,677,0,0,2,2,0,0,4,4,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,215,10,0.87,0.04,0.06,0.15,DoS
0.303,tcp,http,SF,1273,5869,0,0,0,0,0,0,5,4,0.04,0.03,0.99,0.07,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,180,6,0.92,0.1,0.19,0.1,DoS
17.71,tcp,ssh,SF,4200,7032,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,normal
0.018,icmp,private,REJ,1,0,0,0,0,0,0,0,95,2,0.1,0.48,0.04,0.8,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,265,15,0.9,0.06,0.11,0.08,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,389,14,0.91,0.04,0.18,0.09,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,239,22,0.89,0.09,0.14,0.08,DoS
0.047,tcp,eco_i,SF,76,0,0,0,0,0,0,0,163,1,0.16,0.7,0.01,0.94,Probe
1.067,tcp,http,SF,585,3418,0,0,0,0,0,0,1,4,0.01,0.02,0.91,0.06,normal
49.65,tcp,telnet,SF,3295,3208,0,0,5,0,1,1,1,1,0.0,0.0,1.0,0.0,U2R
1.138,tcp,http,SF,1617,4452,0,0,0,0,0,0,7,8,0.02,0.03,0.99,0.14,normal
22.55,tcp,telnet,SF,1755,7728,0,0,6,0,2,1,1,1,0.0,0.0,1.0,0.0,U2R
0.816,tcp,http,SF,1127,1270,0,0,0,0,0,0,10,5,0.05,0.02,0.93,0.08,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,296,19,0.89,0.06,0.07,0.2,DoS
0.665,tcp,http,SF,240,3272,0,0,0,0,0,0,3,6,0.02,0.01,0.9,0.12,normal
0.033,icmp,telnet,RSTO,42,0,0,0,0,0,0,0,108,1,0.13,0.78,0.03,0.95,Probe
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,269,20,0.89,0.04,0.15,0.17,DoS
5.84,tcp,ftp,SF,134,634,0,0,3,5,0,0,4,1,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,223,13,0.89,0.07,0.19,0.14,DoS
0.003,tcp,finger,SF,23,0,0,0,0,0,0,0,115,4,0.12,0.84,0.07,0.86,Probe
0.484,tcp,http,SF,1184,6623,0,0,0,0,0,0,2,5,0.02,0.03,0.97,0.0,normal
45.96,tcp,telnet,SF,2447,8366,0,0,4,0,1,1,1,1,0.0,0.0,1.0,0.0,U2R
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,203,16,0.97,0.08,0.08,0.06,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,203,8,0.85,0.04,0.16,0.18,DoS
0.027,icmp,http,RSTO,15,0,0,0,0,0,0,0,139,3,0.05,0.61,0.01,0.78,Probe
0.77,tcp,http,SF,821,7623,0,0,0,0,0,0,5,1,0.05,0.0,0.94,0.09,normal
0.937,tcp,smtp,SF,389,3291,0,0,0,0,0,0,4,3,0.01,0.0,0.93,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,375,14,0.97,0.09,0.11,0.07,DoS
0.589,tcp,http,SF,700,5605,0,0,0,0,0,0,11,6,0.03,0.01,0.98,0.1,normal
0.7,tcp,http,SF,667,5666,0,0,0,0,0,0,5,5,0.03,0.0,0.92,0.08,normal
0.461,tcp,http,SF,1071,3154,0,0,0,0,0,0,5,10,0.02,0.03,0.87,0.04,normal
30.07,tcp,telnet,SF,2729,4777,0,0,2,0,3,1,1,1,0.0,0.0,1.0,0.0,U2R
0.011,tcp,dns,SF,564,6530,0,0,0,0,0,0,7,7,0.04,0.02,0.92,0.01,normal
0.243,tcp,dns,SF,491,4559,0,0,0,0,0,0,9,9,0.01,0.03,0.96,0.09,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,250,4,0.93,0.08,0.14,0.12,DoS
0.029,icmp,telnet,RSTO,50,0,0,0,0,0,0,0,153,1,0.13,0.88,0.02,0.89,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,221,15,0.91,0.02,0.13,0.17,DoS
6.08,tcp,telnet,SF,447,633,0,0,1,3,0,0,1,3,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,474,13,0.95,0.02,0.15,0.15,DoS
0.043,icmp,http,REJ,51,0,0,0,0,0,0,0,195,3,0.17,0.61,0.09,0.75,Probe
0.924,tcp,http,SF,162,4744,0,0,0,0,0,0,10,1,0.01,0.01,0.92,0.02,normal
112.6,tcp,ssh,SF,3451,3302,0,0,0,0,0,0,3,1,0.0,0.0,1.0,0.0,normal
5.83,tcp,ssh,SF,238,412,0,0,4,6,0,0,4,4,0.0,0.0,1.0,0.0,R2L
107.16,tcp,ssh,SF,2139,10641,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,276,17,0.94,0.04,0.11,0.07,DoS
0.592,tcp,smtp,SF,784,4488,0,0,0,0,0,0,11,10,0.02,0.04,0.89,0.13,normal
0.011,icmp,http,SF,99,0,0,0,0,0,0,0,203,3,0.07,0.55,0.08,0.78,Probe
0.595,tcp,http,SF,1398,7511,0,0,0,0,0,0,9,5,0.01,0.02,0.96,0.06,normal
0.814,tcp,http,SF,582,1386,0,0,0,0,0,0,1,10,0.01,0.03,0.93,0.08,normal
0.754,tcp,dns,SF,482,6433,0,0,0,0,0,0,5,8,0.01,0.04,0.9,0.04,normal
0.88,tcp,http,SF,717,7973,0,0,0,0,0,0,6,6,0.01,0.04,0.97,0.06,normal
0.584,tcp,http,SF,1623,3463,0,0,0,0,0,0,10,4,0.03,0.01,0.89,0.01,normal
9.26,tcp,ssh,SF,312,531,0,0,2,5,0,0,4,1,0.0,0.0,1.0,0.0,R2L
0.14,tcp,http,SF,1524,7320,0,0,0,0,0,0,2,2,0.04,0.03,0.85,0.02,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,228,7,0.98,0.1,0.17,0.11,DoS
0.122,tcp,smtp,SF,492,7434,0,0,0,0,0,0,11,1,0.02,0.01,0.85,0.12,normal
11.8,tcp,ssh,SF,504,473,0,0,1,2,0,0,4,1,0.0,0.0,1.0,0.0,R2L
0.419,tcp,http,SF,656,3440,0,0,0,0,0,0,6,4,0.01,0.03,0.9,0.13,normal
8.2,tcp,ssh,SF,384,342,0,0,3,6,0,0,1,5,0.0,0.0,1.0,0.0,R2L
0.975,tcp,http,SF,1500,2997,0,0,0,0,0,0,4,1,0.01,0.05,0.89,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,155,6,0.86,0.1,0.17,0.16,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,426,9,0.96,0.03,0.17,0.09,DoS
111.61,tcp,ssh,SF,4581,28331,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
0.154,tcp,http,SF,1028,2107,0,0,0,0,0,0,12,1,0.05,0.04,0.87,0.06,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,454,13,0.99,0.05,0.19,0.06,DoS
1.067,tcp,http,SF,451,6892,0,0,0,0,0,0,8,1,0.04,0.04,0.88,0.06,normal
0.039,tcp,finger,REJ,26,0,0,0,0,0,0,0,113,4,0.01,0.77,0.08,0.86,Probe
0.287,tcp,http,SF,1581,1791,0,0,0,0,0,0,8,8,0.0,0.01,0.96,0.09,normal
0.135,tcp,http,SF,277,5572,0,0,0,0,0,0,9,1,0.01,0.0,0.9,0.1,normal
0.545,tcp,http,SF,447,7058,0,0,0,0,0,0,4,6,0.01,0.05,0.96,0.13,normal
0.918,tcp,dns,SF,1738,918,0,0,0,0,0,0,9,3,0.04,0.03,0.88,0.04,normal
0.241,tcp,http,SF,809,1350,0,0,0,0,0,0,2,5,0.05,0.03,0.87,0.14,normal
16.25,tcp,ssh,SF,3910,19215,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,normal
0.325,tcp,http,SF,631,2188,0,0,0,0,0,0,10,5,0.04,0.04,0.94,0.1,normal
0.323,tcp,http,SF,386,4530,0,0,0,0,0,0,4,7,0.01,0.01,0.93,0.1,normal
0.619,tcp,dns,SF,1548,4659,0,0,0,0,0,0,4,1,0.04,0.0,0.86,0.05,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,273,7,0.88,0.06,0.08,0.18,DoS
0.941,tcp,dns,SF,1637,8251,0,0,0,0,0,0,8,6,0.04,0.0,0.97,0.1,normal
0.279,tcp,http,SF,1163,5122,0,0,0,0,0,0,2,7,0.02,0.02,0.92,0.04,normal
0.098,tcp,http,SF,1116,1802,0,0,0,0,0,0,4,10,0.0,0.01,0.95,0.02,normal
0.685,tcp,dns,SF,275,2033,0,0,0,0,0,0,8,4,0.01,0.02,0.86,0.09,normal
0.027,tcp,finger,SF,77,0,0,0,0,0,0,0,140,2,0.08,0.85,0.1,0.85,Probe
0.029,tcp,private,RSTO,29,0,0,0,0,0,0,0,156,4,0.02,0.78,0.01,0.9,Probe
11.08,tcp,ftp,SF,488,649,0,0,3,4,0,0,5,4,0.0,0.0,1.0,0.0,R2L
0.602,tcp,smtp,SF,380,551,0,0,0,0,0,0,3,6,0.0,0.05,0.92,0.12,normal
0.03,tcp,finger,SF,32,0,0,0,0,0,0,0,98,3,0.19,0.78,0.01,0.81,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,431,17,0.88,0.05,0.16,0.09,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,303,7,1.0,0.0,0.15,0.05,DoS
41.02,tcp,ssh,SF,4673,9270,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
6.43,tcp,telnet,SF,195,232,0,0,4,3,0,0,2,3,0.0,0.0,1.0,0.0,R2L
0.008,icmp,telnet,REJ,9,0,0,0,0,0,0,0,102,1,0.14,0.75,0.03,0.82,Probe
119.53,tcp,ssh,SF,10457,11550,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,normal
72.13,tcp,ssh,SF,5388,16913,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.483,tcp,http,SF,1304,1093,0,0,0,0,0,0,3,8,0.02,0.05,0.91,0.14,normal
0.01,tcp,eco_i,RSTO,78,0,0,0,0,0,0,0,134,3,0.12,0.5,0.01,0.96,Probe
0.869,tcp,http,SF,1729,2476,0,0,0,0,0,0,8,8,0.0,0.01,0.87,0.07,normal
0.007,tcp,telnet,SF,90,0,0,0,0,0,0,0,83,4,0.1,0.58,0.01,0.69,Probe
0.74,tcp,http,SF,1487,5183,0,0,0,0,0,0,3,6,0.0,0.03,0.93,0.12,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,141,8,0.89,0.04,0.07,0.05,DoS
29.8,tcp,telnet,SF,2440,3238,0,0,4,0,4,1,1,1,0.0,0.0,1.0,0.0,U2R
1.067,tcp,http,SF,1744,2028,0,0,0,0,0,0,6,8,0.03,0.03,0.85,0.04,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,357,5,0.89,0.0,0.05,0.08,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,345,16,0.85,0.03,0.05,0.08,DoS
0.001,tcp,private,RSTO,17,0,0,0,0,0,0,0,185,1,0.19,0.78,0.01,0.87,Probe
0.367,tcp,http,SF,726,5070,0,0,0,0,0,0,2,9,0.0,0.01,0.97,0.03,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,393,25,0.92,0.01,0.15,0.08,DoS
0.166,tcp,dns,SF,422,1347,0,0,0,0,0,0,7,10,0.04,0.03,0.97,0.11,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,396,25,0.86,0.08,0.16,0.18,DoS
81.27,tcp,ssh,SF,2406,15635,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,normal
0.793,tcp,smtp,SF,1122,7108,0,0,0,0,0,0,4,8,0.04,0.01,0.93,0.05,normal
0.008,icmp,finger,REJ,71,0,0,0,0,0,0,0,150,3,0.07,0.59,0.03,0.77,Probe
1.053,tcp,smtp,SF,764,6474,0,0,0,0,0,0,12,1,0.0,0.03,0.97,0.03,normal
0.273,tcp,dns,SF,1709,7130,0,0,0,0,0,0,9,10,0.04,0.04,0.98,0.09,normal
14.82,tcp,ftp,SF,470,744,0,0,1,6,0,0,3,1,0.0,0.0,1.0,0.0,R2L
1.019,tcp,http,SF,421,509,0,0,0,0,0,0,3,3,0.04,0.03,1.0,0.12,normal
1.103,tcp,dns,SF,428,2248,0,0,0,0,0,0,1,3,0.05,0.01,0.98,0.11,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,149,3,0.95,0.02,0.06,0.15,DoS
1.135,tcp,dns,SF,1148,4432,0,0,0,0,0,0,7,8,0.03,0.04,0.97,0.11,normal
0.108,tcp,http,SF,733,1390,0,0,0,0,0,0,1,9,0.02,0.02,0.93,0.01,normal
10.0,tcp,ftp,SF,586,184,0,0,2,6,0,0,1,1,0.0,0.0,1.0,0.0,R2L
0.215,tcp,http,SF,1010,5577,0,0,0,0,0,0,1,3,0.04,0.04,0.98,0.12,normal
12.66,tcp,ftp,SF,320,175,0,0,2,6,0,0,4,3,0.0,0.0,1.0,0.0,R2L
1.17,tcp,smtp,SF,1224,3045,0,0,0,0,0,0,1,9,0.04,0.0,0.97,0.14,normal
0.875,tcp,smtp,SF,972,7880,0,0,0,0,0,0,1,3,0.01,0.03,0.98,0.02,normal
0.93,tcp,http,SF,1527,2739,0,0,0,0,0,0,2,4,0.01,0.02,0.93,0.14,normal
0.662,tcp,http,SF,1061,2923,0,0,0,0,0,0,12,3,0.02,0.0,0.93,0.02,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,145,6,0.86,0.06,0.14,0.19,DoS
107.54,tcp,ssh,SF,4459,17740,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
52.5,tcp,ssh,SF,2495,5557,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,normal
1.159,tcp,smtp,SF,971,3597,0,0,0,0,0,0,2,6,0.03,0.01,0.98,0.09,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,422,16,0.88,0.07,0.07,0.13,DoS
0.176,tcp,dns,SF,1474,3580,0,0,0,0,0,0,6,2,0.02,0.02,0.98,0.08,normal
1.1,tcp,dns,SF,1393,1142,0,0,0,0,0,0,3,4,0.0,0.03,0.86,0.1,normal
109.19,tcp,ssh,SF,2887,10344,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.412,tcp,smtp,SF,1709,1715,0,0,0,0,0,0,7,3,0.05,0.01,0.99,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,435,7,0.96,0.07,0.09,0.07,DoS
23.64,tcp,ssh,SF,4348,34710,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.345,tcp,http,SF,215,5275,0,0,0,0,0,0,5,6,0.05,0.03,0.91,0.03,normal
0.852,tcp,smtp,SF,1242,3631,0,0,0,0,0,0,1,6,0.04,0.05,0.93,0.03,normal
0.138,tcp,smtp,SF,644,1041,0,0,0,0,0,0,9,5,0.01,0.01,0.86,0.02,normal
29.26,tcp,telnet,SF,1808,5021,0,0,2,0,1,1,1,1,0.0,0.0,1.0,0.0,U2R
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,283,6,0.85,0.06,0.15,0.19,DoS
61.38,tcp,ssh,SF,11592,23331,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
0.049,tcp,http,SF,441,2553,0,0,0,0,0,0,3,3,0.03,0.04,0.97,0.05,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,362,5,0.86,0.0,0.08,0.18,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,178,19,0.91,0.08,0.09,0.14,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,432,6,0.94,0.07,0.17,0.12,DoS
0.478,tcp,http,SF,1649,2179,0,0,0,0,0,0,2,6,0.02,0.0,0.9,0.09,normal
1.163,tcp,http,SF,1244,933,0,0,0,0,0,0,5,8,0.04,0.04,0.98,0.14,normal
0.366,tcp,dns,SF,882,3626,0,0,0,0,0,0,6,9,0.02,0.04,0.94,0.13,normal
0.781,tcp,http,SF,1131,8236,0,0,0,0,0,0,6,2,0.01,0.02,0.92,0.14,normal
1.014,tcp,http,SF,686,4092,0,0,0,0,0,0,10,5,0.0,0.02,0.86,0.07,normal
0.732,tcp,http,SF,330,2641,0,0,0,0,0,0,1,6,0.05,0.01,0.93,0.07,normal
0.311,tcp,dns,SF,1634,7980,0,0,0,0,0,0,4,6,0.03,0.0,0.92,0.02,normal
0.766,tcp,http,SF,1399,1158,0,0,0,0,0,0,1,8,0.04,0.04,0.98,0.09,normal
1.148,tcp,http,SF,1213,7771,0,0,0,0,0,0,10,7,0.01,0.01,0.93,0.14,normal
0.042,tcp,eco_i,SF,73,0,0,0,0,0,0,0,128,1,0.08,0.82,0.08,0.65,Probe
0.056,tcp,http,SF,1675,440,0,0,0,0,0,0,9,7,0.05,0.0,0.95,0.02,normal
0.157,tcp,http,SF,1507,2357,0,0,0,0,0,0,3,2,0.01,0.04,0.98,0.05,normal
0.018,tcp,private,RSTO,49,0,0,0,0,0,0,0,155,3,0.19,0.48,0.01,0.8,Probe
0.003,tcp,private,SF,57,0,0,0,0,0,0,0,136,1,0.03,0.84,0.04,0.79,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,341,13,0.91,0.08,0.13,0.05,DoS
0.021,icmp,eco_i,REJ,1,0,0,0,0,0,0,0,113,4,0.09,0.7,0.03,0.85,Probe
94.46,tcp,ssh,SF,11398,10634,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,163,2,0.85,0.05,0.12,0.12,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,400,22,0.92,0.05,0.2,0.17,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,434,11,0.89,0.0,0.07,0.18,DoS
0.734,tcp,dns,SF,1091,6130,0,0,0,0,0,0,4,4,0.02,0.03,0.98,0.04,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,305,3,0.88,0.05,0.05,0.12,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,472,19,0.88,0.05,0.1,0.17,DoS
74.52,tcp,ssh,SF,6630,22781,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
2.94,tcp,ftp,SF,279,373,0,0,2,6,0,0,4,4,0.0,0.0,1.0,0.0,R2L
6.25,tcp,ftp,SF,185,585,0,0,3,5,0,0,5,3,0.0,0.0,1.0,0.0,R2L
0.863,tcp,http,SF,1014,7465,0,0,0,0,0,0,4,9,0.02,0.03,0.93,0.12,normal
1.15,tcp,http,SF,1279,3813,0,0,0,0,0,0,12,8,0.02,0.03,0.91,0.12,normal
0.038,tcp,http,REJ,68,0,0,0,0,0,0,0,192,3,0.05,0.78,0.03,0.79,Probe
0.014,icmp,eco_i,REJ,4,0,0,0,0,0,0,0,193,1,0.18,0.83,0.0,0.93,Probe
1.151,tcp,smtp,SF,1338,585,0,0,0,0,0,0,1,6,0.03,0.05,0.89,0.06,normal
0.035,tcp,http,SF,1157,2346,0,0,0,0,0,0,5,10,0.01,0.01,0.92,0.0,normal
0.563,tcp,http,SF,1553,7367,0,0,0,0,0,0,1,9,0.03,0.03,0.96,0.1,normal
0.805,tcp,http,SF,1507,3642,0,0,0,0,0,0,10,6,0.02,0.0,0.98,0.05,normal
0.201,tcp,http,SF,1302,2555,0,0,0,0,0,0,4,2,0.01,0.02,0.98,0.13,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,415,6,0.95,0.09,0.13,0.19,DoS
0.203,tcp,http,SF,934,1955,0,0,0,0,0,0,9,6,0.05,0.01,0.95,0.1,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,310,19,0.93,0.05,0.14,0.12,DoS
0.486,tcp,dns,SF,370,4331,0,0,0,0,0,0,11,2,0.02,0.01,0.97,0.09,normal
8.34,tcp,ssh,SF,368,275,0,0,4,6,0,0,3,2,0.0,0.0,1.0,0.0,R2L
4.19,tcp,ssh,SF,308,414,0,0,3,5,0,0,2,4,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,296,8,0.86,0.05,0.19,0.18,DoS
0.022,icmp,telnet,RSTO,88,0,0,0,0,0,0,0,113,2,0.09,0.72,0.01,0.75,Probe
10.46,tcp,ssh,SF,228,530,0,0,3,3,0,0,3,4,0.0,0.0,1.0,0.0,R2L
1.148,tcp,http,SF,559,3384,0,0,0,0,0,0,4,3,0.03,0.03,0.95,0.1,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,373,5,0.86,0.06,0.06,0.17,DoS
6.22,tcp,ssh,SF,11048,20264,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.577,tcp,http,SF,1281,443,0,0,0,0,0,0,10,4,0.02,0.0,0.94,0.1,normal
0.379,tcp,http,SF,406,3124,0,0,0,0,0,0,11,4,0.0,0.0,0.86,0.06,normal
1.052,tcp,smtp,SF,1283,2964,0,0,0,0,0,0,4,9,0.02,0.02,0.87,0.04,normal
0.4,tcp,smtp,SF,515,4491,0,0,0,0,0,0,4,5,0.01,0.02,0.94,0.03,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,392,14,0.91,0.1,0.1,0.09,DoS
82.33,tcp,ssh,SF,1506,29126,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.069,tcp,http,SF,844,6977,0,0,0,0,0,0,5,8,0.01,0.03,1.0,0.09,normal
1.176,tcp,http,SF,1682,7419,0,0,0,0,0,0,6,7,0.01,0.01,0.9,0.12,normal
0.27,tcp,smtp,SF,723,450,0,0,0,0,0,0,1,1,0.05,0.05,0.86,0.07,normal
1.052,tcp,http,SF,1770,5035,0,0,0,0,0,0,1,4,0.05,0.04,0.98,0.02,normal
118.11,tcp,ssh,SF,10216,15575,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,199,14,0.98,0.08,0.15,0.19,DoS
21.45,tcp,ssh,SF,5565,28541,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,normal
0.504,tcp,dns,SF,1208,6814,0,0,0,0,0,0,11,9,0.04,0.05,0.97,0.01,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,252,24,0.92,0.04,0.12,0.07,DoS
0.116,tcp,smtp,SF,1239,3178,0,0,0,0,0,0,8,9,0.02,0.01,0.93,0.11,normal
1.138,tcp,http,SF,770,2153,0,0,0,0,0,0,10,8,0.01,0.01,0.86,0.08,normal
0.969,tcp,http,SF,1613,3358,0,0,0,0,0,0,5,3,0.01,0.02,0.92,0.11,normal
0.176,tcp,dns,SF,1380,3445,0,0,0,0,0,0,8,5,0.02,0.0,0.96,0.15,normal
0.168,tcp,http,SF,1143,4739,0,0,0,0,0,0,10,9,0.03,0.02,0.89,0.07,normal
13.18,tcp,telnet,SF,278,791,0,0,1,6,0,0,5,2,0.0,0.0,1.0,0.0,R2L
75.33,tcp,ssh,SF,4816,32334,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,normal
26.07,tcp,telnet,SF,1623,5654,0,0,2,0,1,1,1,1,0.0,0.0,1.0,0.0,U2R
0.001,tcp,private,REJ,38,0,0,0,0,0,0,0,195,2,0.2,0.68,0.06,0.93,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,236,16,0.91,0.04,0.1,0.15,DoS
0.666,tcp,dns,SF,580,5978,0,0,0,0,0,0,4,8,0.03,0.02,0.88,0.12,normal
31.99,tcp,ssh,SF,8005,22077,0,0,0,0,0,0,3,1,0.0,0.0,1.0,0.0,normal
0.034,icmp,private,RSTO,67,0,0,0,0,0,0,0,91,2,0.13,0.65,0.05,0.73,Probe
0.037,tcp,finger,SF,56,0,0,0,0,0,0,0,156,2,0.13,0.56,0.07,0.75,Probe
0.243,tcp,http,SF,803,6109,0,0,0,0,0,0,10,8,0.01,0.01,0.95,0.14,normal
0.289,tcp,http,SF,804,4002,0,0,0,0,0,0,10,3,0.04,0.03,0.9,0.07,normal
0.688,tcp,smtp,SF,978,8499,0,0,0,0,0,0,3,7,0.03,0.0,0.85,0.01,normal
